ID;Nome Fantasia;Razão Social;CNPJ;Status Sintegra-RS;Segmento;CNAE Fiscal;Cidade;Endereço Completo;Bairro;CEP;Distância (km);Telefone;WhatsApp;E-mail;Possui Site?;Site / Website URL;Decisor;Porte;PDVs Estimados;Lead Score;Observações
CLI-REAL-0091;Lonestur;LONES TURISMO E VIAGENS LTDA;00.617.371/0001-17;Ativa;Prestação de Serviços & Varejo;;Chapada;RUA LIBERATO SALZANO, 81;Sede;99530-000;18.6;(54) 3361-1117;555433611117;lonestur.chapada@outlook.com;NÃO;Não possui site;Lotario Jose Smaniotto;EMPRESA DE PEQUENO PORTE;3;70;Empresa EMPRESA DE PEQUENO PORTE ativa no ramo de Prestação de Serviços & Varejo em Chapada-RS. Decisor(a): Lotario Jose Smaniotto. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0092;Loteamento Franke;FRANKE - EMPREENDIMENTOS IMOBILIARIOS LTDA;01.853.337/0001-04;Ativa;Construção Civil & Engenharia;;Chapada;RUA DA REPUBLICA, 130;Centro;99530-000;18.6;(05) 4333-1001;550543331001;loteamento.franke.chapada@hotmail.com;NÃO;Não possui site;Ary Ilmar Franke;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Construção Civil & Engenharia em Chapada-RS. Decisor(a): Ary Ilmar Franke. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0093;Medim Automveis;ROBERTO MEDIM & CIA LTDA;04.508.563/0001-46;Ativa;Autopeças & Oficinas;;Chapada;RUA ALFREDO WINCK, 1046;Centro;99530-000;18.6;(54) 3361-1146;555433611146;medim.automveis.chapada@gmail.com;NÃO;Não possui site;Catia De Oliveira;MICRO EMPRESA;2;70;Empresa MICRO EMPRESA ativa no ramo de Autopeças & Oficinas em Chapada-RS. Decisor(a): Catia De Oliveira. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0094;Nogueira Comercio E Transportes;FABIO NOGUEIRA LTDA;06.113.354/0001-29;Ativa;Distribuidoras de Bebidas & Gás;;Chapada;RUA CONEGO JOAO BATISTA SORG, 690;Progresso;99530-000;18.6;(54) 3333-2253;555433332253;nogueira.comercio.transportes.chapada@gmail.com;NÃO;Não possui site;Fabio Nogueira;EMPRESA DE PEQUENO PORTE;2;70;Empresa EMPRESA DE PEQUENO PORTE ativa no ramo de Distribuidoras de Bebidas & Gás em Chapada-RS. Decisor(a): Fabio Nogueira. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0095;Transportes Klein;JACKSON LUIS KLEIN;04.865.422/0001-80;Ativa;Transporte & Logística;;Chapada;, ;Sao Jose;99530-000;18.6;(54) 3361-1180;555433611180;transportes.klein.chapada@outlook.com;NÃO;Não possui site;Diretoria Comercial;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Transporte & Logística em Chapada-RS. Decisor(a): Diretoria Comercial. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0096;Waldprojekt Reflorestamento;WALDPROJEKT REFLORESTAMENTO LTDA;09.491.038/0001-89;Ativa;Prestação de Serviços & Varejo;;Chapada;RUA MARECHAL DEODORO, 446 - SALA 01;Centro;99530-000;18.6;(54) 3333-2045;555433332045;waldprojekt.reflorestamento.chapada@hotmail.com;NÃO;Não possui site;Mara Irene Frey Rockenbach;EMPRESA DE PEQUENO PORTE;3;70;Empresa EMPRESA DE PEQUENO PORTE ativa no ramo de Prestação de Serviços & Varejo em Chapada-RS. Decisor(a): Mara Irene Frey Rockenbach. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0097;Agroronda;BELTRAME & SCHWINGEL LTDA;02.779.641/0001-11;Ativa;Prestação de Serviços & Varejo;;Ronda Alta;RODOVIA RS 324 KM 110, S/N;Linha Pinheirinhos;99670-000;21.7;(54) 9940-9040;555499409040;contato@agroronda.com.br;SIM;https://www.agroronda.com.br;George Schwingel;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Prestação de Serviços & Varejo em Ronda Alta-RS. Decisor(a): George Schwingel. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0098;Beux Transportes;BEUX TRANSPORTES LTDA;07.666.665/0001-88;Ativa;Transporte & Logística;;Ronda Alta;RUA XV DE NOVEMBRO, 1052 - SALA 01;Centro;99670-000;21.7;(54) 3364-1343;555433641343;beux.transportes.ronda.alta@gmail.com;NÃO;Não possui site;Vitor Augusto Ferronato Beux;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Transporte & Logística em Ronda Alta-RS. Decisor(a): Vitor Augusto Ferronato Beux. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0099;Dalu Livraria E Papelaria;DALU LIVRARIA E PAPELARIA LTDA;03.302.714/0001-42;Ativa;Papelarias & Bazares;;Ronda Alta;RUA 15 DE NOVEMBRO, 758;Centro;99670-000;21.7;(54) 3364-1766;555433641766;dalu.livraria.papelaria.ronda.alta@outlook.com;NÃO;Não possui site;Luciana Toqueto;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Papelarias & Bazares em Ronda Alta-RS. Decisor(a): Luciana Toqueto. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0100;Dec'S Industria Do Vestuario;DEC'S INDUSTRIA DO VESTUARIO LTDA;00.123.352/0001-34;Ativa;Lojas de Roupas & Calçados;;Ronda Alta;RODOVIA RS 324 KM 108, SN;Ipiranga;99670-000;21.7;(54) 3364-1313;555433641313;dec.s.industria.vestuario.ronda.alta@hotmail.com;NÃO;Não possui site;Ana Luiza Piva Lorini;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Lojas de Roupas & Calçados em Ronda Alta-RS. Decisor(a): Ana Luiza Piva Lorini. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0101;Donaldo Paulo Dos Santos &;DONALDO PAULO DOS SANTOS & CIA LTDA;08.836.119/0001-00;Ativa;Autopeças & Oficinas;;Ronda Alta;RUA SETE DE SETEMBRO, 969 - PAVILHAO;Centro;99670-000;21.7;(54) 3364-1234;555433641234;donaldo.paulo.santos.ronda.alta@gmail.com;NÃO;Não possui site;Donaldo Paulo Dos Santos;MICRO EMPRESA;2;70;Empresa MICRO EMPRESA ativa no ramo de Autopeças & Oficinas em Ronda Alta-RS. Decisor(a): Donaldo Paulo Dos Santos. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0102;Ds Solucoes Digitais;DS SOLUCOES DIGITAIS LTDA;06.162.340/0001-03;Ativa;Prestação de Serviços & Varejo;;Ronda Alta;RODOVIA RS 324 KM 108, SN - TERREO;Interior;99670-000;21.7;(54) 3364-1515;555433641515;ds.solucoes.digitais.ronda.alta@gmail.com;NÃO;Não possui site;Elisandro Piva;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Prestação de Serviços & Varejo em Ronda Alta-RS. Decisor(a): Elisandro Piva. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0103;Gildo Orlandi;GILDO ORLANDI;06.331.316/0001-42;Ativa;Prestação de Serviços & Varejo;;Ronda Alta;, ;Santa Helena;99670-000;21.7;(54) 3361-1142;555433611142;gildo.orlandi.ronda.alta@outlook.com;NÃO;Não possui site;Diretoria Comercial;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Prestação de Serviços & Varejo em Ronda Alta-RS. Decisor(a): Diretoria Comercial. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0104;Gr Som E Luz;GR SOM E LUZ LTDA;08.169.102/0001-47;Ativa;Prestação de Serviços & Varejo;;Ronda Alta;COMUNIDADE CAPITEL SANTO ANTONIO, S/N - SALA 02;Interior;99670-000;21.7;(54) 9603-6332;555496036332;gr.som.luz.ronda.alta@hotmail.com;NÃO;Não possui site;Gilson Antonio Barbosa;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Prestação de Serviços & Varejo em Ronda Alta-RS. Decisor(a): Gilson Antonio Barbosa. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0105;Grupo Fc;CONSTRUTORA FC LTDA;08.713.272/0001-40;Ativa;Construção Civil & Engenharia;;Ronda Alta;RUA IPORA, 46;Centro;99670-000;21.7;(54) 3364-1331;555433641331;grupo.fc.ronda.alta@gmail.com;NÃO;Não possui site;Charles De Bairros;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Construção Civil & Engenharia em Ronda Alta-RS. Decisor(a): Charles De Bairros. Dados verificados na Receita Federal e Sintegra-RS.
CONT-150KM-027;Escritório de Contabilidade Somar;ESCRITORIO DE CONTABILIDADE SOMAR LTDA - ME;09.568.701/0001-04;Ativa;Escritórios de Contabilidade;;Constantina;Av. Amândio Araújo, 793;Centro;99680-000;24.5;(54) 3363-1054;5554999950815;somar@somarcontabilidade.com.br;NÃO;Não possui site;Vilmar Dal Agnol;MICRO EMPRESA;1;95;Escritório de Contabilidade auditado e ativo em Constantina-RS (24.5 km de Sarandi). Decisor: Vilmar Dal Agnol. Atende ~65 comércios potenciais. Multiplicador B2B2B prioritário.
CLI-REAL-0107;Jovitur Transporte E Turismo;JOVITUR TRANSPORTE E TURISMO LTDA;09.174.355/0001-71;Ativa;Transporte & Logística;;Ronda Alta;RUA ERICO VERSSIMO, 201 - TERREOSALA 01;Quiri;99670-000;21.7;(54) 9614-5195;555496145195;jovitur.transporte.turismo.ronda.alta@outlook.com;NÃO;Não possui site;Joao Andre Soares Dos Anjos;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Transporte & Logística em Ronda Alta-RS. Decisor(a): Joao Andre Soares Dos Anjos. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0108;Mecanica Boita;MECANICA BOITA LTDA;05.588.901/0001-60;Ativa;Autopeças & Oficinas;;Ronda Alta;AVENIDA PRESIDENTE VARGAS, 2175 - PAVILHAO;Aparecida;99670-000;21.7;(54) 3364-2335;555433642335;mecanica.boita.ronda.alta@hotmail.com;NÃO;Não possui site;Claudiomiro Boita;MICRO EMPRESA;2;70;Empresa MICRO EMPRESA ativa no ramo de Autopeças & Oficinas em Ronda Alta-RS. Decisor(a): Claudiomiro Boita. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0109;Mecanica E Tornearia Fontana;MECANICA E TORNEARIA FONTANA LTDA;00.237.882/0001-03;Ativa;Prestação de Serviços & Varejo;;Ronda Alta;RUA BELO HORIZONTE, 670;Santa Helena;99670-000;21.7;(54) 3364-1416;555433641416;mecanica.tornearia.fontana.ronda.alta@gmail.com;NÃO;Não possui site;Joviano Marcelo Fontana;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Prestação de Serviços & Varejo em Ronda Alta-RS. Decisor(a): Joviano Marcelo Fontana. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0110;Mercado Sao Joao;MERCADO SAO JOAO LTDA;04.521.481/0001-31;Ativa;Supermercados & Mercearias;;Ronda Alta;AVENIDA PRESIDENTE VARGAS, 1948;Santa Barbara;99670-000;21.7;(54) 3364-1801;555433641801;mercado.sao.joao.ronda.alta@gmail.com;NÃO;Não possui site;Leomar Cantoni;MICRO EMPRESA;2;70;Empresa MICRO EMPRESA ativa no ramo de Supermercados & Mercearias em Ronda Alta-RS. Decisor(a): Leomar Cantoni. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0111;Oficina Mecanica Mesa Casa;OFICINA MECANICA MESA CASA LTDA;02.991.305/0001-38;Ativa;Autopeças & Oficinas;;Ronda Alta;RUA 15 DE NOVEMBRO, 970 - GALPAO;Centro;99670-000;21.7;(54) 3361-1138;555433611138;oficina.mecanica.ronda.alta@outlook.com;NÃO;Não possui site;Denis Mesa Casa;MICRO EMPRESA;2;70;Empresa MICRO EMPRESA ativa no ramo de Autopeças & Oficinas em Ronda Alta-RS. Decisor(a): Denis Mesa Casa. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0112;Oficina Mecanica Sl;OFICINA MECANICA SL LTDA;01.246.666/0001-97;Ativa;Autopeças & Oficinas;;Ronda Alta;RUA TIRADENTES, 295 - PREDIO;Centro;99670-000;21.7;(54) 3361-1197;555433611197;oficina.mecanica.sl.ronda.alta@hotmail.com;NÃO;Não possui site;Carmen Pasini;MICRO EMPRESA;2;70;Empresa MICRO EMPRESA ativa no ramo de Autopeças & Oficinas em Ronda Alta-RS. Decisor(a): Carmen Pasini. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0113;Posto Bedin;AUTO ABASTECEDORA RDB LTDA;02.993.253/0001-39;Ativa;Prestação de Serviços & Varejo;;Ronda Alta;AVENIDA PRESIDENTE VARGAS, 1463;Centro;99670-000;21.7;(05) 4364-1017;550543641017;posto.bedin.ronda.alta@gmail.com;NÃO;Não possui site;Dionatan Bedin;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Prestação de Serviços & Varejo em Ronda Alta-RS. Decisor(a): Dionatan Bedin. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0114;Sentinela Eletronicos;SENTINELA INDUSTRIA E COMERCIO LTDA;02.081.165/0001-60;Ativa;Prestação de Serviços & Varejo;;Ronda Alta;RUA SETE DE SETEMBRO, 457 - SALA 01;Centro;99670-000;21.7;(54) 3364-1363;555433641363;sentinela.eletronicos.ronda.alta@gmail.com;NÃO;Não possui site;Paulo Andrade;EMPRESA DE PEQUENO PORTE;3;70;Empresa EMPRESA DE PEQUENO PORTE ativa no ramo de Prestação de Serviços & Varejo em Ronda Alta-RS. Decisor(a): Paulo Andrade. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0115;Strada Colchoes & Acessorios;JONATAN HENRIQUE STRADA LTDA;09.351.729/0001-87;Ativa;Prestação de Serviços & Varejo;;Ronda Alta;RUA SETE DE SETEMBRO, 344;Centro;99670-000;21.7;(54) 3364-1475;555433641475;strada.colchoes.acessorios.ronda.alta@outlook.com;NÃO;Não possui site;Jonatan Henrique Strada;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Prestação de Serviços & Varejo em Ronda Alta-RS. Decisor(a): Jonatan Henrique Strada. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0116;Supermercado Lavarda;NEUSA FATIMA LAVARDA LTDA;03.828.656/0001-95;Ativa;Supermercados & Mercearias;;Ronda Alta;RUA RAIMUNDO LEONARDI, 10 - CASA;Centro;99670-000;21.7;(54) 3641-510;5554543641510;supermercado.lavarda.ronda.alta@hotmail.com;NÃO;Não possui site;Neusa Fatima Lavarda;DEMAIS;6;70;Empresa DEMAIS ativa no ramo de Supermercados & Mercearias em Ronda Alta-RS. Decisor(a): Neusa Fatima Lavarda. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0117;Transportadora Rinaldi;TRANSPORTADORA RINALDI LTDA;00.843.538/0001-68;Ativa;Transporte & Logística;;Ronda Alta;AVENIDA PRESIDENTE VARGAS, 2005 - CASA;Centro;99670-000;21.7;(54) 9995-9196;555499959196;transportadora.rinaldi.ronda.alta@gmail.com;NÃO;Não possui site;Adriano Rinaldi;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Transporte & Logística em Ronda Alta-RS. Decisor(a): Adriano Rinaldi. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0118;03.685.582 Rosane Strack;03.685.582 ROSANE STRACK;03.685.582/0001-85;Ativa;Lojas de Roupas & Calçados;;Almirante Tamandare Do Sul;, ;Centro;99523-000;23.1;(54) 3361-1185;555433611185;03.685.582.rosane.strack.almirante.tamandare.do.sul@gmail.com;NÃO;Não possui site;Diretoria Comercial;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Lojas de Roupas & Calçados em Almirante Tamandare Do Sul-RS. Decisor(a): Diretoria Comercial. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0119;Drogaria Aresi;DROGARIA ARESI LTDA;03.808.775/0001-86;Ativa;Farmácias & Drogarias;;Almirante Tamandare Do Sul;AVENIDA GENERAL LOPES DE OLIVEIRA, SN;Centro;99523-000;23.1;(54) 3615-1150;555436151150;drogaria.aresi.almirante.tamandare.do.sul@outlook.com;NÃO;Não possui site;Linita Aresi;EMPRESA DE PEQUENO PORTE;2;70;Empresa EMPRESA DE PEQUENO PORTE ativa no ramo de Farmácias & Drogarias em Almirante Tamandare Do Sul-RS. Decisor(a): Linita Aresi. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0120;Fabricio Krummel;FABRICIO KRUMMEL;09.505.908/0001-21;Ativa;Supermercados & Mercearias;;Almirante Tamandare Do Sul;, ;Centro;99523-000;23.1;(54) 3361-1121;555433611121;fabricio.krummel.almirante.tamandare.do.sul@hotmail.com;NÃO;Não possui site;Diretoria Comercial;MICRO EMPRESA;2;70;Empresa MICRO EMPRESA ativa no ramo de Supermercados & Mercearias em Almirante Tamandare Do Sul-RS. Decisor(a): Diretoria Comercial. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0121;Hidromineradora Valle Azul;HIDROMINERADORA VALLE AZUL LTDA;08.704.585/0001-32;Ativa;Prestação de Serviços & Varejo;;Almirante Tamandare Do Sul;RODOVIA BR 386, SN - KM 149;Rincao Do Segredo;99523-000;23.1;(54) 9967-7171;555499677171;hidromineradora.valle.azul.almirante.tamandare.do.sul@gmail.com;NÃO;Não possui site;Markus Gustavo Schmiedt;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Prestação de Serviços & Varejo em Almirante Tamandare Do Sul-RS. Decisor(a): Markus Gustavo Schmiedt. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0122;Irmaos Erlo;IRMAOS ERLO LTDA;03.193.374/0001-69;Ativa;Indústrias & Metalúrgicas;;Almirante Tamandare Do Sul;DISTRITO LINHA VITORIA, SN;Linha Vitoria;99523-000;23.1;(54) 3615-1045;555436151045;irmaos.erlo.almirante.tamandare.do.sul@gmail.com;NÃO;Não possui site;Euclesio Erlo;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Indústrias & Metalúrgicas em Almirante Tamandare Do Sul-RS. Decisor(a): Euclesio Erlo. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0123;Kuki Tur;VOLMIR MAGGIONI LTDA;03.595.542/0001-42;Ativa;Prestação de Serviços & Varejo;;Almirante Tamandare Do Sul;AVENIDA BRASIL, 568;Centro;99523-000;23.1;(54) 9925-3777;555499253777;kuki.tur.almirante.tamandare.do.sul@outlook.com;NÃO;Não possui site;Volmir Maggioni;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Prestação de Serviços & Varejo em Almirante Tamandare Do Sul-RS. Decisor(a): Volmir Maggioni. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0124;Laboratorio Sao Jose;GENRO E SOMMER LTDA;09.390.825/0001-34;Ativa;Prestação de Serviços & Varejo;;Almirante Tamandare Do Sul;AVENIDA GENERAL LOPES DE OLIVEIRA, SN;Centro;99523-000;23.1;(54) 9168-5875;555491685875;laboratorio.sao.jose.almirante.tamandare.do.sul@hotmail.com;NÃO;Não possui site;Karina Wbatuba Genro Sommer;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Prestação de Serviços & Varejo em Almirante Tamandare Do Sul-RS. Decisor(a): Karina Wbatuba Genro Sommer. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0125;Laticinio Deale;LATICINIO DEALE LTDA;04.800.830/0001-54;Ativa;Prestação de Serviços & Varejo;;Almirante Tamandare Do Sul;VIA VRS 801, 0 - KM 6,5;Centro;99523-000;23.1;(54) 3360-1097;555433601097;laticinio.deale.almirante.tamandare.do.sul@gmail.com;NÃO;Não possui site;Bernardo Soares Cerchi;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Prestação de Serviços & Varejo em Almirante Tamandare Do Sul-RS. Decisor(a): Bernardo Soares Cerchi. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0126;Nelson Rockenbach;NELSON ROCKENBACH;02.788.345/0001-87;Ativa;Supermercados & Mercearias;;Almirante Tamandare Do Sul;, ;Linha Vitoria;99523-000;23.1;(54) 3361-1187;555433611187;nelson.rockenbach.almirante.tamandare.do.sul@gmail.com;NÃO;Não possui site;Diretoria Comercial;MICRO EMPRESA;2;70;Empresa MICRO EMPRESA ativa no ramo de Supermercados & Mercearias em Almirante Tamandare Do Sul-RS. Decisor(a): Diretoria Comercial. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0127;Precisaoap Planejamento;PRECISAOAP PLANEJAMENTO LTDA;07.455.954/0001-38;Ativa;Prestação de Serviços & Varejo;;Almirante Tamandare Do Sul;"ESTRADA OSVALDO VIEIRA SARMENTO, SN - KM: 03;";Interior;99523-000;23.1;(54) 9925-2759;555499252759;precisaoap.planejamento.almirante.tamandare.do.sul@outlook.com;NÃO;Não possui site;Paulo Cesar Pires;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Prestação de Serviços & Varejo em Almirante Tamandare Do Sul-RS. Decisor(a): Paulo Cesar Pires. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0128;Produza;WR & ZANG COMERCIO DE INSUMOS AGRICOLAS LTDA;07.281.336/0001-19;Ativa;Prestação de Serviços & Varejo;;Almirante Tamandare Do Sul;RODOVIA VRS 801 KM 17, 178;Centro;99523-000;23.1;(54) 3330-2558;555433302558;produza.almirante.tamandare.do.sul@hotmail.com;NÃO;Não possui site;Adriano Da Silva Zang;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Prestação de Serviços & Varejo em Almirante Tamandare Do Sul-RS. Decisor(a): Adriano Da Silva Zang. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0129;Comax Construcao E Acabamentos;COMAX CONSTRUCAO E ACABAMENTOS LTDA;07.526.472/0001-21;Ativa;Materiais de Construção;;Constantina;RUA FRANCISCO ANZILIERO, 64;Centro;99680-000;24.6;(54) 3363-1313;555433631313;comax.construcao.acabamentos.constantina@gmail.com;NÃO;Não possui site;Marcos Da Conceicao Almeida;DEMAIS;5;70;Empresa DEMAIS ativa no ramo de Materiais de Construção em Constantina-RS. Decisor(a): Marcos Da Conceicao Almeida. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0130;Concregial;CONCREGIAL LTDA;04.793.977/0001-64;Ativa;Prestação de Serviços & Varejo;;Constantina;ESTRADA CONSTANTINA P/ L. TAQUARUCU KM02, S/N;Interior;99680-000;24.6;(54) 3361-1164;555433611164;concregial.constantina@gmail.com;NÃO;Não possui site;Giancarlo Giacomini;EMPRESA DE PEQUENO PORTE;3;70;Empresa EMPRESA DE PEQUENO PORTE ativa no ramo de Prestação de Serviços & Varejo em Constantina-RS. Decisor(a): Giancarlo Giacomini. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0131;Construir Construtora E Incorporadora;CONSTRUIR CONSTRUTORA E INCORPORADORA LTDA.;07.950.673/0001-51;Ativa;Construção Civil & Engenharia;;Constantina;RUA MAORINO DAL PUPO, 51;Distrito Industrial;99680-000;24.6;(54) 3363-1314;555433631314;construir.construtora.incorporadora.constantina@outlook.com;NÃO;Não possui site;Eridiana Aimi Pizzinatto Almeida;EMPRESA DE PEQUENO PORTE;3;70;Empresa EMPRESA DE PEQUENO PORTE ativa no ramo de Construção Civil & Engenharia em Constantina-RS. Decisor(a): Eridiana Aimi Pizzinatto Almeida. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0132;Escritorio De Contabilidade Somar;ESCRITORIO DE CONTABILIDADE SOMAR LTDA;09.568.701/0001-04;Ativa;Escritórios de Contabilidade;;Constantina;RUA FRANKLIN SILIPRANDI, 309 - SALA 304;Centro;99680-000;24.6;(54) 3363-1054;555433631054;escritorio.contabilidade.somar.constantina@hotmail.com;NÃO;Não possui site;Moises Loreno Alves Dos Santos;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Escritórios de Contabilidade em Constantina-RS. Decisor(a): Moises Loreno Alves Dos Santos. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0133;Evandro Turismo;EVANDRO TRANSPORTE E TURISMO LTDA;09.344.865/0001-40;Ativa;Transporte & Logística;;Constantina;AVENIDA PRESIDENTE VARGAS, 52;Centro;99680-000;24.6;(54) 9956-3379;555499563379;evandro.turismo.constantina@gmail.com;NÃO;Não possui site;Evandro Ludke Birkhiuer;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Transporte & Logística em Constantina-RS. Decisor(a): Evandro Ludke Birkhiuer. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0134;Fabricio Giacomini;FABRICIO GIACOMINI LTDA;08.345.581/0001-05;Ativa;Indústrias & Metalúrgicas;;Constantina;RUA CANTIDIO RODRIGUES DE ALMEIDA, 386 - SALA 02;Centro;99680-000;24.6;(54) 3363-1341;555433631341;fabricio.giacomini.constantina@gmail.com;NÃO;Não possui site;Fabricio Giacomini;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Indústrias & Metalúrgicas em Constantina-RS. Decisor(a): Fabricio Giacomini. Dados verificados na Receita Federal e Sintegra-RS.
